  263 ZINC00003535 <0>1 1.408e+03   -18.7    -18.8    0        0        -37.5      0  3  3 0.34
  245 ZINC00001928 <0>1 1.318e+03   -70.2    -7.22    0        0        -77.4      9  3  3 0.01
  240 ZINC00001613 <0>1 1.581e+03   -41.6    -11.6    0        0        -53.2      8  3  3 0.45
  246 ZINC00001266 ZINC 1.676e+03   4.25e-36 -48.7    0        0        -48.7      0  3  3 0.07
  267 ZINC00003800 <0>1 1.390e+03   -20.5    -19.1    0        0        -39.6      9  3  3 0.65
  249 ZINC00001212 <0>1 1.299e+03   -38.1    -22.5    0        0        -60.6      6  3  3 0.42
  244 ZINC00001928 <0>1 1.384e+03   -49.6    -10.8    0        0        -60.3     10  3  3 0.10
  250 ZINC00001212 <0>1 1.364e+03   -50.6    -6.53    0        0        -57.2      1  3  3 0.02
  271 ZINC00004954 <0>1 1.506e+03   -35.1    -5.76    0        0        -40.9      8  3  3 0.15
  253 ZINC00002030 ZINC 1.514e+03   4.9e-36  -26.8    0        0        -26.8      6  3  3 0.07
  248 ZINC00001212 <0>1 1.262e+03   -29.4    -8.31    0        0        -37.7      9  3  3 0.25
  254 ZINC00002057 <0>1 1.348e+03   -27.2    -19      0        0        -46.1      0  3  3 0.39
  257 ZINC00002060 ZINC 1.904e+03   1.42e-35 -42.2    0        0        -42.2      0  3  3 0.40
  258 ZINC00003048 ZINC 2.386e+03   1.9e-35  -57.4    0        0        -57.4      0  3  3 0.28
  252 ZINC00002030 ZINC 1.567e+03   1.22e-35 -41.7    0        0        -41.7      0  3  3 0.39
  275 ZINC00006494 ZINC 1.873e+03   1.67e-35 -52.2    0        0        -52.2      0  3  3 0.38
  261 ZINC00003250 <0>1 1.394e+03   -34.7    -12      0        0        -46.7      1  3  3 0.25
  256 ZINC00002057 <0>1 1.323e+03   -42.6    -7.5     0        0        -50.1      0  3  3 0.06
